sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.136;-0.92;-10.543;-0.57055;-0.62994;-0.89033;-0.94737;0.59649;5.66667;105409;2020-06-05 21:56:25:174
1.458;-1.249;-11.611;0.27406;-1.03584;-1.87841;-1.01754;-0.10526;5.98246;105509;2020-06-05 21:56:25:274
1.57;-1.16;-10.981;0.17559;-1.15611;-1.27399;-1.05263;0.29825;5.70175;105609;2020-06-05 21:56:25:374
2.1;-1.048;-11.174;0.69399;-1.15669;-1.46927;-0.73684;-0.15789;4.68421;105709;2020-06-05 21:56:25:474
2.381;-0.824;-11.064;0.94875;-0.89084;-1.36273;-0.45614;0.0;3.68421;105809;2020-06-05 21:56:25:574
2.734;-0.624;-11.271;1.26833;-0.59092;-1.57455;-0.29825;0.35088;1.84211;105909;2020-06-05 21:56:25:674
2.594;-0.49;-10.149;0.86514;-0.42329;-0.49618;-0.01754;0.01754;0.59649;106009;2020-06-05 21:56:25:774
2.517;-0.55;-10.421;1.05635;-0.32238;-0.72641;0.24561;-0.14035;-1.14035;106109;2020-06-05 21:56:25:874
2.242;-0.566;-9.812;0.6269;-0.34814;-0.14171;0.26316;0.14035;-2.12281;106209;2020-06-05 21:56:25:974
1.843;-0.565;-9.446;0.05493;-0.29813;0.19257;0.59649;0.14035;-3.08772;106309;2020-06-05 21:56:26:074
1.535;-0.569;-8.765;-0.32137;-0.26539;0.85956;0.70175;-0.22807;-3.40351;106409;2020-06-05 21:56:26:174
1.461;-0.427;-9.228;-0.29069;-0.12507;0.41621;0.45614;0.50877;-3.40351;106509;2020-06-05 21:56:26:274
1.235;-0.377;-8.066;-0.89243;-0.21286;1.5057;0.49123;0.01754;-3.05263;106609;2020-06-05 21:56:26:374
1.394;0.011;-8.916;-0.24211;-0.03831;0.75308;0.21053;-0.31579;-2.38596;106709;2020-06-05 21:56:26:474
1.332;0.221;-8.486;-0.50419;0.03515;1.14542;0.22807;0.22807;-1.31579;106809;2020-06-05 21:56:26:574
1.57;0.077;-9.171;-0.10152;0.00532;0.49189;0.26316;-0.31579;-0.52632;106909;2020-06-05 21:56:26:674
1.555;0.14;-8.978;-0.32121;0.06609;0.64722;-0.07018;0.05263;0.45614;107009;2020-06-05 21:56:26:774
1.824;0.064;-10.115;0.27459;0.09391;-0.43157;-0.03509;-0.38596;1.01754;107109;2020-06-05 21:56:26:874
1.908;-0.131;-9.957;0.06183;-0.10244;-0.32573;-0.36842;0.26316;1.4386;107209;2020-06-05 21:56:26:974
2.146;-0.049;-10.648;0.57759;-0.07261;-0.96761;-0.29825;-0.5614;1.52632;107309;2020-06-05 21:56:27:074
2.328;-0.033;-11.038;0.66292;-0.05326;-1.37376;-0.14035;0.31579;1.26316;107409;2020-06-05 21:56:27:174
2.65;-0.3;-11.737;1.05135;-0.17314;-2.06236;-0.01754;-0.24561;0.84211;107509;2020-06-05 21:56:27:274
2.59;-0.19;-11.108;0.82024;-0.10419;-1.46274;0.0;-0.17544;-0.01754;107609;2020-06-05 21:56:27:374
2.694;-0.192;-11.824;1.24253;-0.0863;-2.12593;0.10526;-0.2807;-0.61404;107709;2020-06-05 21:56:27:474
2.512;-0.271;-11.212;0.79744;-0.23801;-1.55645;0.15789;0.05263;-1.49123;107809;2020-06-05 21:56:27:574
2.352;-0.074;-11.436;0.82313;-0.02633;-1.74937;0.36842;-0.22807;-1.82456;107909;2020-06-05 21:56:27:674
2.049;-0.119;-10.349;0.36845;0.02997;-0.68857;0.54386;-0.31579;-1.96491;108009;2020-06-05 21:56:27:774
1.975;-0.144;-10.583;0.41984;0.09753;-0.90346;0.26316;0.01754;-1.82456;108109;2020-06-05 21:56:27:874
1.68;0.086;-9.495;-0.17467;0.16242;0.13437;0.08772;-0.08772;-1.17544;108209;2020-06-05 21:56:27:974
1.626;0.299;-9.773;0.19318;0.28247;-0.0716;0.08772;-0.45614;-0.47368;108309;2020-06-05 21:56:28:074
1.434;0.232;-8.804;-0.25059;0.16675;0.85666;-0.12281;0.10526;0.73684;108409;2020-06-05 21:56:28:174
1.373;0.142;-9.01;-0.33516;0.13963;0.64674;-0.19298;0.05263;1.63158;108509;2020-06-05 21:56:28:274
1.223;-0.047;-8.47;-0.62481;0.02525;1.16072;-0.40351;-0.05263;2.85965;108609;2020-06-05 21:56:28:374
1.258;-0.411;-8.954;-0.39009;-0.26142;0.71201;-0.61404;-0.10526;3.49123;108709;2020-06-05 21:56:28:474
1.148;-0.347;-8.591;-0.73485;-0.24906;1.0327;-0.70175;0.08772;4.10526;108809;2020-06-05 21:56:28:574
1.461;-0.673;-9.282;-0.16477;-0.29375;0.38151;-0.4386;-0.29825;4.19298;108909;2020-06-05 21:56:28:674
1.656;-0.814;-9.099;-0.13079;-0.25689;0.52739;-0.54386;0.17544;3.64912;109009;2020-06-05 21:56:28:774
2.236;-0.743;-10.316;0.89903;-0.07369;-0.624;-0.38596;-0.38596;2.94737;109109;2020-06-05 21:56:28:874
2.348;-0.571;-9.829;0.64652;-0.00303;-0.1878;-0.36842;0.36842;1.38596;109209;2020-06-05 21:56:28:974
2.685;-0.556;-10.543;1.12239;-0.0753;-0.87358;-0.10526;-0.42105;0.14035;109309;2020-06-05 21:56:29:074
2.699;-0.547;-10.733;1.0037;-0.1561;-1.08191;0.24561;0.21053;-1.87719;109409;2020-06-05 21:56:29:174
2.516;-0.885;-11.283;0.78638;-0.48794;-1.63825;0.61404;-0.26316;-3.17544;109508;2020-06-05 21:56:29:273
2.124;-1.289;-10.707;0.10847;-1.02313;-1.11339;0.7193;-0.17544;-4.91228;109609;2020-06-05 21:56:29:374
1.71;-1.207;-11.307;-0.01893;-1.17219;-1.65402;0.78947;-0.2807;-5.73684;109709;2020-06-05 21:56:29:474
1.198;-1.349;-10.591;-0.58534;-1.40417;-0.94802;1.14035;0.0;-6.2807;109809;2020-06-05 21:56:29:574
1.09;-1.127;-10.956;-0.35602;-1.06056;-1.25677;1.07018;-0.36842;-6.19298;109909;2020-06-05 21:56:29:674
0.94;-0.684;-9.932;-0.88705;-0.60446;-0.29738;0.94737;0.15789;-5.31579;110009;2020-06-05 21:56:29:774
1.084;-0.113;-10.178;-0.40057;0.05904;-0.4859;0.82456;-0.50877;-4.2807;110109;2020-06-05 21:56:29:874
1.204;0.344;-9.49;-0.43727;0.54997;0.17614;0.36842;0.24561;-2.01754;110209;2020-06-05 21:56:29:974
1.328;0.521;-9.846;-0.11376;0.70192;-0.1476;0.07018;-0.29825;-0.40351;110309;2020-06-05 21:56:30:074
1.007;0.487;-8.834;-0.68095;0.44268;0.82619;-0.47368;-0.10526;2.08772;110409;2020-06-05 21:56:30:174
0.988;0.065;-9.714;-0.21086;0.02263;0.019;-0.45614;-0.5614;3.73684;110509;2020-06-05 21:56:30:274
0.563;-0.574;-9.312;-0.98661;-0.68517;0.3708;-0.98246;0.49123;5.70175;110609;2020-06-05 21:56:30:374
0.46;-1.312;-9.493;-0.964;-1.3459;0.20965;-0.98246;-0.47368;6.68421;110709;2020-06-05 21:56:30:474
0.521;-1.729;-10.059;-1.01962;-1.73147;-0.37412;-1.31579;0.75439;7.33333;110809;2020-06-05 21:56:30:574
0.646;-1.934;-9.541;-0.94577;-1.83441;0.13509;-1.38596;-0.24561;7.24561;110909;2020-06-05 21:56:30:674
1.41;-1.561;-10.404;0.20347;-1.39899;-0.6732;-0.77193;0.36842;6.35088;111009;2020-06-05 21:56:30:774
1.866;-1.494;-10.012;0.5109;-1.18912;-0.30421;-0.59649;0.10526;5.21053;111109;2020-06-05 21:56:30:874
2.566;-1.054;-10.344;1.3137;-0.589;-0.62876;-0.29825;0.03509;2.91228;111209;2020-06-05 21:56:30:974
2.851;-0.98;-10.425;1.59698;-0.48553;-0.71143;-0.17544;0.03509;1.10526;111309;2020-06-05 21:56:31:074
2.723;-0.803;-10.215;1.31272;-0.49064;-0.51531;0.05263;0.07018;-1.87719;111409;2020-06-05 21:56:31:174
2.371;-0.841;-10.093;0.988;-0.5357;-0.38916;0.57895;-0.31579;-3.52632;111509;2020-06-05 21:56:31:274
1.685;-1.589;-9.993;0.05935;-1.0217;-0.33868;1.07018;-0.03509;-5.57895;111609;2020-06-05 21:56:31:374
1.278;-1.872;-10.202;-0.50223;-1.2778;-0.57661;0.94737;-0.03509;-6.80702;111709;2020-06-05 21:56:31:474
0.67;-1.743;-9.611;-1.15533;-1.44007;0.01951;0.94737;-0.22807;-7.15789;111809;2020-06-05 21:56:31:574
0.494;-1.343;-9.637;-1.08927;-1.10526;0.03808;1.05263;-0.07018;-6.92982;111909;2020-06-05 21:56:31:674
0.566;-0.993;-9.458;-1.203;-0.60136;0.17983;1.15789;0.21053;-6.26316;112009;2020-06-05 21:56:31:774
0.758;-0.533;-9.426;-1.10245;-0.11994;0.1937;0.82456;-0.12281;-4.66667;112109;2020-06-05 21:56:31:874
1.028;0.221;-9.316;-1.00943;0.43721;0.27423;0.47368;0.29825;-3.29825;112209;2020-06-05 21:56:31:974
1.16;0.536;-9.246;-0.6948;0.73071;0.38168;0.2807;-0.50877;-0.92982;112309;2020-06-05 21:56:32:074
1.328;0.451;-9.725;-0.5834;0.57414;-0.10721;-0.26316;0.5614;1.0;112409;2020-06-05 21:56:32:174
1.221;0.361;-9.555;-0.75938;0.43769;0.0493;-0.45614;-0.07018;2.45614;112509;2020-06-05 21:56:32:274
1.274;-0.239;-10.519;-0.37168;0.01813;-0.85484;-0.5614;0.07018;4.2807;112609;2020-06-05 21:56:32:374
1.216;-0.781;-10.425;-0.41892;-0.48745;-0.76005;-0.92982;0.03509;5.15789;112709;2020-06-05 21:56:32:474
1.294;-0.89;-10.744;-0.12017;-0.71849;-1.04137;-0.92982;-0.05263;5.70175;112809;2020-06-05 21:56:32:574
1.6;-1.115;-11.245;0.23662;-0.94732;-1.53503;-0.82456;0.19298;5.59649;112909;2020-06-05 21:56:32:674
1.929;-1.076;-10.811;0.38257;-0.98979;-1.12743;-0.85965;-0.07018;4.77193;113009;2020-06-05 21:56:32:774
2.292;-0.908;-11.195;1.04294;-0.82049;-1.46861;-0.52632;-0.36842;3.91228;113109;2020-06-05 21:56:32:874
2.49;-0.559;-10.47;0.83524;-0.49285;-0.8042;-0.35088;0.35088;2.26316;113209;2020-06-05 21:56:32:974
2.63;-0.464;-10.579;1.08973;-0.24741;-0.89649;0.05263;-0.29825;1.08772;113309;2020-06-05 21:56:33:074
2.535;-0.623;-10.27;0.98519;-0.18392;-0.59655;0.21053;0.0;-0.64912;113409;2020-06-05 21:56:33:174
2.354;-0.551;-10.099;0.81652;-0.10367;-0.42396;0.21053;-0.14035;-1.66667;113509;2020-06-05 21:56:33:274
1.863;-0.488;-9.043;-0.09422;-0.17904;0.56139;0.36842;0.33333;-2.64912;113609;2020-06-05 21:56:33:374
1.72;-0.46;-9.323;0.07828;-0.12309;0.33939;0.57895;-0.45614;-3.2807;113709;2020-06-05 21:56:33:474
1.459;-0.492;-8.88;-0.49452;-0.18249;0.72512;0.54386;0.50877;-3.40351;113809;2020-06-05 21:56:33:574
1.339;-0.386;-8.535;-0.63972;-0.14517;1.06693;0.50877;-0.42105;-3.07018;113909;2020-06-05 21:56:33:674
1.353;-0.065;-8.724;-0.3828;-0.0479;0.92779;0.22807;-0.08772;-2.63158;114009;2020-06-05 21:56:33:774
1.347;0.166;-8.621;-0.31976;0.08951;1.04267;0.29825;-0.05263;-1.64912;114109;2020-06-05 21:56:33:874
1.491;0.096;-8.854;-0.26653;0.0341;0.79367;0.17544;0.21053;-0.96491;114209;2020-06-05 21:56:33:974
1.535;0.207;-8.916;-0.12295;0.16509;0.7494;0.08772;-0.40351;0.07018;114309;2020-06-05 21:56:34:074
1.749;0.083;-9.653;0.15776;0.15211;0.02344;0.05263;0.15789;0.66667;114409;2020-06-05 21:56:34:174
1.866;-0.147;-9.847;0.17776;-0.02705;-0.1875;-0.2807;-0.03509;1.24561;114509;2020-06-05 21:56:34:274
2.045;0.001;-10.379;0.40679;-0.01896;-0.71017;-0.36842;-0.05263;1.42105;114609;2020-06-05 21:56:34:374
2.211;-0.023;-10.702;0.67102;-0.02768;-1.01702;-0.12281;-0.17544;1.38596;114710;2020-06-05 21:56:34:475
2.433;-0.207;-11.176;0.76284;-0.15455;-1.51276;-0.17544;0.2807;0.92982;114809;2020-06-05 21:56:34:574
2.571;-0.107;-11.395;0.98571;-0.00195;-1.7179;0.0;-0.31579;0.49123;114909;2020-06-05 21:56:34:674
2.648;-0.223;-11.605;1.05012;-0.05167;-1.93092;0.05263;0.19298;-0.29825;115009;2020-06-05 21:56:34:774
2.523;-0.168;-11.308;0.8669;-0.10595;-1.6424;0.0;-0.10526;-0.91228;115109;2020-06-05 21:56:34:874
2.36;-0.016;-11.013;0.61498;-0.03948;-1.36288;0.29825;0.05263;-1.45614;115209;2020-06-05 21:56:34:974
2.213;-0.179;-10.958;0.60186;-0.02697;-1.28579;0.45614;-0.14035;-1.64912;115309;2020-06-05 21:56:35:074
2.037;-0.177;-10.455;0.21406;-0.02617;-0.82045;0.21053;0.35088;-1.63158;115409;2020-06-05 21:56:35:174
1.8;0.09;-9.84;-0.01994;0.10277;-0.20371;0.14035;-0.24561;-1.15789;115509;2020-06-05 21:56:35:274
1.689;0.122;-9.602;-0.04751;0.06836;0.04953;0.03509;-0.03509;-0.63158;115609;2020-06-05 21:56:35:374
1.555;0.258;-9.286;-0.16783;0.08801;0.36663;-0.15789;0.17544;0.38596;115709;2020-06-05 21:56:35:474
1.404;0.264;-8.73;-0.58059;0.07728;0.87192;-0.17544;0.2807;1.15789;115809;2020-06-05 21:56:35:574
1.41;-0.12;-8.906;-0.38693;-0.0532;0.73438;-0.21053;-0.2807;2.29825;115909;2020-06-05 21:56:35:674
1.34;-0.213;-8.894;-0.48985;-0.08847;0.73961;-0.54386;0.29825;2.89474;116009;2020-06-05 21:56:35:774
1.31;-0.311;-8.746;-0.59728;-0.12121;0.87152;-0.5614;-0.07018;3.54386;116109;2020-06-05 21:56:35:874
1.462;-0.508;-9.094;-0.39188;-0.15733;0.52944;-0.50877;0.17544;3.70175;116209;2020-06-05 21:56:35:974
1.723;-0.697;-9.253;0.09422;-0.19329;0.40431;-0.52632;-0.33333;3.38597;116309;2020-06-05 21:56:36:074
2.018;-0.524;-9.822;0.4756;-0.02165;-0.15044;-0.49123;0.26316;2.82456;116409;2020-06-05 21:56:36:174
2.27;-0.572;-9.767;0.50851;-0.05488;-0.13372;-0.26316;0.07018;1.5614;116509;2020-06-05 21:56:36:274
2.582;-0.556;-10.295;0.88154;-0.08808;-0.64824;-0.17544;-0.12281;0.47368;116609;2020-06-05 21:56:36:374
2.64;-0.476;-10.536;1.00172;-0.11344;-0.87396;0.10526;-0.12281;-1.33333;116709;2020-06-05 21:56:36:474
2.493;-0.776;-10.747;0.57445;-0.55826;-1.13231;0.31579;0.36842;-2.5614;116809;2020-06-05 21:56:36:574
2.241;-0.885;-10.727;0.37847;-0.76893;-1.09954;0.64912;-0.40351;-4.19298;116909;2020-06-05 21:56:36:674
1.817;-1.009;-11.006;0.0415;-0.99316;-1.36143;0.80702;0.10526;-5.01754;117009;2020-06-05 21:56:36:774
1.531;-1.221;-10.726;-0.21263;-1.15184;-1.07585;1.03509;-0.36842;-5.68421;117110;2020-06-05 21:56:36:875
1.333;-1.1;-10.967;-0.28593;-1.08716;-1.29491;0.75439;0.10526;-5.77193;117209;2020-06-05 21:56:36:974
1.121;-0.611;-10.281;-0.59976;-0.69148;-0.62684;0.89474;0.0;-5.10526;117309;2020-06-05 21:56:37:074
1.219;-0.13;-10.247;-0.25509;-0.04282;-0.55217;0.85965;-0.22807;-4.24561;117409;2020-06-05 21:56:37:174
1.302;0.099;-9.996;-0.23134;0.26959;-0.31147;0.40351;0.07018;-2.29825;117509;2020-06-05 21:56:37:274
1.358;0.416;-9.628;-0.24799;0.42676;0.04625;0.0;0.10526;-0.85965;117609;2020-06-05 21:56:37:374
1.24;0.53;-9.405;-0.17098;0.3633;0.29818;-0.38596;-0.36842;1.45614;117709;2020-06-05 21:56:37:474
1.047;0.24;-9.543;-0.25658;-0.0968;0.17079;-0.49123;0.0;3.0;117809;2020-06-05 21:56:37:574
0.847;-0.222;-9.423;-0.70598;-0.52362;0.25521;-0.7193;0.15789;4.98246;117909;2020-06-05 21:56:37:674
0.705;-1.124;-9.773;-0.8145;-1.14413;-0.08481;-0.82456;-0.17544;5.98246;118009;2020-06-05 21:56:37:774
0.69;-1.501;-9.974;-0.93258;-1.46882;-0.30257;-1.36842;0.35088;6.73684;118109;2020-06-05 21:56:37:874
0.83;-1.521;-9.76;-0.68162;-1.42654;-0.07101;-1.2807;-0.14035;6.80702;118209;2020-06-05 21:56:37:974
1.253;-1.501;-10.111;-0.04662;-1.27525;-0.39346;-0.66667;0.10526;6.17544;118309;2020-06-05 21:56:38:074
1.88;-1.426;-9.992;0.45656;-0.98195;-0.29937;-0.64912;0.36842;5.21053;118409;2020-06-05 21:56:38:174
2.367;-1.182;-10.422;1.22625;-0.69123;-0.69429;-0.45614;-0.08772;3.19298;118510;2020-06-05 21:56:38:275
2.689;-0.811;-10.072;1.22492;-0.50687;-0.38002;-0.42105;0.50877;1.52632;118609;2020-06-05 21:56:38:374
2.759;-0.689;-10.206;1.29722;-0.4746;-0.51128;0.05263;-0.24561;-1.0;118709;2020-06-05 21:56:38:474
2.412;-0.863;-10.186;0.93996;-0.61834;-0.49355;0.47368;0.0;-2.82456;118809;2020-06-05 21:56:38:574
2.049;-1.282;-10.236;0.48277;-0.89073;-0.56314;0.85965;0.0;-4.89474;118909;2020-06-05 21:56:38:674
1.37;-1.666;-9.785;-0.36084;-1.33926;-0.13783;0.80702;-0.15789;-5.91228;119009;2020-06-05 21:56:38:774
1.047;-1.473;-10.063;-0.4767;-1.29299;-0.37711;0.80702;0.0;-6.7193;119109;2020-06-05 21:56:38:874
0.63;-1.32;-9.486;-0.94902;-1.06029;0.18921;1.14035;0.0;-6.70175;119209;2020-06-05 21:56:38:974
0.753;-1.035;-9.927;-0.79029;-0.54443;-0.25498;1.03509;0.05263;-5.98246;119309;2020-06-05 21:56:39:074
0.802;-0.683;-9.361;-1.1368;-0.22942;0.24138;0.84211;0.31579;-5.08772;119409;2020-06-05 21:56:39:174
1.069;0.152;-9.532;-0.71689;0.45628;0.10587;0.5614;-0.38596;-3.22807;119509;2020-06-05 21:56:39:274
1.26;0.405;-9.651;-0.49778;0.60087;-0.00516;0.2807;0.21053;-1.80702;119609;2020-06-05 21:56:39:374
1.404;0.439;-9.812;-0.37731;0.53058;-0.16892;-0.14035;0.01754;0.42105;119709;2020-06-05 21:56:39:474
1.307;0.43;-9.566;-0.64933;0.40832;0.04351;-0.4386;0.24561;1.84211;119809;2020-06-05 21:56:39:574
1.364;-0.107;-10.562;-0.09514;-0.02949;-0.86482;-0.47368;-0.26316;3.7193;119909;2020-06-05 21:56:39:674
1.246;-0.426;-10.362;-0.48352;-0.38082;-0.70917;-0.91228;0.57895;4.66667;120009;2020-06-05 21:56:39:774
1.394;-0.882;-10.935;-0.0885;-0.75607;-1.24187;-0.77193;-0.38596;5.40351;120109;2020-06-05 21:56:39:874
1.546;-1.017;-11.101;-0.07512;-0.88296;-1.4302;-0.94737;0.54386;5.40351;120209;2020-06-05 21:56:39:974
1.84;-0.991;-10.776;0.25664;-0.91536;-1.09831;-0.85965;-0.4386;4.82456;120309;2020-06-05 21:56:40:074
2.203;-0.717;-11.296;0.74092;-0.60796;-1.59957;-0.54386;0.21053;4.10526;120409;2020-06-05 21:56:40:174
2.499;-0.756;-10.814;0.86065;-0.42294;-1.15091;-0.26316;-0.01754;2.64912;120509;2020-06-05 21:56:40:274
2.571;-0.571;-10.502;0.90621;-0.13817;-0.84739;-0.15789;0.07018;1.50877;120609;2020-06-05 21:56:40:374
2.587;-0.557;-10.582;1.10658;-0.04587;-0.90122;0.0;-0.07018;-0.19298;120710;2020-06-05 21:56:40:475
2.415;-0.52;-10.09;0.7064;-0.11572;-0.44181;0.0;0.33333;-1.24561;120809;2020-06-05 21:56:40:574
2.021;-0.355;-9.472;0.28435;-0.04603;0.17471;0.49123;-0.40351;-2.40351;120909;2020-06-05 21:56:40:674
1.85;-0.512;-9.501;0.0928;-0.13329;0.13949;0.59649;0.05263;-2.94737;121009;2020-06-05 21:56:40:774
1.626;-0.591;-9.247;-0.19299;-0.20689;0.38182;0.49123;-0.01754;-3.29825;121109;2020-06-05 21:56:40:874
1.409;-0.436;-8.668;-0.54468;-0.23926;0.94006;0.35088;0.0;-3.22807;121208;2020-06-05 21:56:40:973
1.382;-0.001;-8.893;-0.09845;-0.03274;0.80121;0.33333;-0.42105;-2.68421;121309;2020-06-05 21:56:41:074
1.419;0.021;-8.907;-0.13727;-0.02722;0.77526;0.33333;0.36842;-2.12281;121409;2020-06-05 21:56:41:174
1.479;0.07;-8.851;-0.16632;0.12994;0.81646;0.33333;-0.19298;-1.12281;121509;2020-06-05 21:56:41:274
1.583;0.171;-9.204;-0.00625;0.29331;0.47225;0.15789;0.0;-0.45614;121609;2020-06-05 21:56:41:374
1.74;0.025;-9.647;0.30332;0.21438;0.05199;-0.01754;-0.21053;0.4386;121709;2020-06-05 21:56:41:474
1.862;-0.022;-9.979;0.23055;0.06986;-0.30944;-0.35088;0.49123;0.84211;121809;2020-06-05 21:56:41:574
1.956;0.105;-10.107;0.37874;0.06328;-0.42811;-0.15789;-0.52632;1.29825;121909;2020-06-05 21:56:41:674
2.205;-0.04;-10.933;0.70836;0.00919;-1.24135;-0.08772;0.22807;1.35088;122009;2020-06-05 21:56:41:774
2.369;-0.205;-10.937;0.67097;-0.05193;-1.27969;-0.12281;-0.07018;1.03509;122109;2020-06-05 21:56:41:874
2.504;-0.111;-11.291;0.758;0.04939;-1.64236;-0.14035;0.17544;0.7193;122209;2020-06-05 21:56:41:974
2.588;-0.256;-11.389;0.95654;-0.09058;-1.72043;-0.05263;-0.2807;0.03509;122309;2020-06-05 21:56:42:074
2.567;-0.123;-11.477;0.79191;-0.07819;-1.83244;-0.12281;0.40351;-0.4386;122409;2020-06-05 21:56:42:174
2.389;-0.017;-11.102;0.60565;0.06876;-1.45925;0.40351;-0.21053;-1.01754;122509;2020-06-05 21:56:42:274
2.305;-0.249;-10.885;0.46152;-0.03513;-1.25555;0.35088;0.12281;-1.26316;122609;2020-06-05 21:56:42:374
2.089;-0.104;-10.585;0.21909;0.03846;-0.95933;0.08772;0.03509;-1.35088;122709;2020-06-05 21:56:42:474
1.903;0.033;-9.984;-0.13587;0.01792;-0.39165;0.05263;0.24561;-1.15789;122809;2020-06-05 21:56:42:574
1.771;0.13;-9.818;0.11474;0.02411;-0.1528;0.05263;-0.38596;-0.52632;122909;2020-06-05 21:56:42:674
1.63;0.259;-9.371;-0.21821;0.10198;0.25863;-0.03509;0.50877;0.01754;123009;2020-06-05 21:56:42:774
1.537;0.11;-9.026;-0.3884;0.12016;0.58977;0.03509;-0.15789;1.03509;123110;2020-06-05 21:56:42:875
1.504;-0.08;-8.971;-0.36384;0.05726;0.65515;-0.22807;0.01754;1.68421;123209;2020-06-05 21:56:42:974
1.421;-0.134;-8.885;-0.28735;-0.00421;0.77083;-0.49123;-0.17544;2.54386;123309;2020-06-05 21:56:43:074
1.391;-0.126;-8.915;-0.44233;-0.02657;0.71825;-0.5614;0.40351;2.96491;123409;2020-06-05 21:56:43:174
1.503;-0.478;-8.867;-0.20764;-0.20119;0.78533;-0.38596;-0.40351;3.2807;123509;2020-06-05 21:56:43:274
1.723;-0.561;-9.451;0.23109;-0.17561;0.23384;-0.4386;0.03509;3.17544;123609;2020-06-05 21:56:43:374
1.994;-0.518;-9.54;0.4385;-0.1203;0.13433;-0.40351;0.0;2.50877;123709;2020-06-05 21:56:43:474
2.218;-0.512;-9.792;0.51816;-0.1469;-0.1407;-0.38596;0.31579;1.78947;123809;2020-06-05 21:56:43:574
2.508;-0.49;-10.29;0.98366;-0.20839;-0.60664;-0.17544;-0.4386;0.38596;123909;2020-06-05 21:56:43:674
2.6;-0.345;-10.691;1.07373;-0.16222;-1.00557;-0.01754;0.26316;-0.66667;124009;2020-06-05 21:56:43:774
2.444;-0.58;-10.409;0.64001;-0.39396;-0.7715;0.52632;-0.24561;-2.29825;124109;2020-06-05 21:56:43:874
2.403;-0.824;-11.104;0.69827;-0.59957;-1.44926;0.5614;-0.07018;-3.36842;124209;2020-06-05 21:56:43:974
2.004;-0.893;-11.024;0.28926;-0.72659;-1.36986;0.75439;-0.05263;-4.57895;124309;2020-06-05 21:56:44:074
1.731;-1.088;-10.861;-0.08106;-0.9791;-1.22383;0.80702;0.07018;-5.10526;124409;2020-06-05 21:56:44:174
1.466;-0.772;-10.94;-0.18693;-0.82853;-1.27382;0.75439;-0.03509;-5.29825;124509;2020-06-05 21:56:44:274
1.292;-0.636;-10.428;-0.59516;-0.73363;-0.80514;0.91228;0.45614;-4.96491;124609;2020-06-05 21:56:44:374
1.369;-0.265;-10.503;-0.1324;-0.18895;-0.81226;0.7193;-0.4386;-3.92982;124709;2020-06-05 21:56:44:474
1.403;0.098;-10.071;-0.26499;0.06174;-0.40731;0.2807;0.40351;-2.92982;124809;2020-06-05 21:56:44:574
1.34;0.447;-9.44;-0.22482;0.25783;0.23915;0.01754;-0.54386;-0.78947;124909;2020-06-05 21:56:44:674
1.295;0.581;-9.477;-0.12536;0.20262;0.21887;-0.24561;0.17544;0.63158;125009;2020-06-05 21:56:44:774
1.179;0.396;-9.432;-0.17372;0.03851;0.27433;-0.24561;-0.15789;2.80702;125109;2020-06-05 21:56:44:874
0.987;-0.26;-9.409;-0.68089;-0.44094;0.25308;-0.54386;0.4386;4.07018;125209;2020-06-05 21:56:44:974
0.855;-0.84;-9.455;-0.8117;-0.92282;0.20863;-0.96491;-0.35088;5.54386;125309;2020-06-05 21:56:45:074
0.785;-1.112;-9.875;-0.8278;-1.24909;-0.20285;-1.22807;0.24561;6.12281;125409;2020-06-05 21:56:45:174
0.828;-1.303;-9.45;-0.82963;-1.37358;0.21528;-0.94737;-0.31579;6.40351;125509;2020-06-05 21:56:45:274
1.401;-1.425;-10.223;-0.00478;-1.09453;-0.52326;-0.63158;0.12281;6.10526;125609;2020-06-05 21:56:45:374
1.711;-1.507;-9.871;0.24856;-1.03455;-0.18552;-0.75439;-0.10526;4.89474;125709;2020-06-05 21:56:45:474
2.326;-0.94;-10.369;0.99259;-0.65772;-0.65752;-0.78947;0.22807;3.68421;125809;2020-06-05 21:56:45:574
2.548;-0.718;-9.981;1.05686;-0.57076;-0.2895;-0.33333;-0.03509;1.50877;125909;2020-06-05 21:56:45:674
2.742;-0.648;-10.263;1.22547;-0.52703;-0.57507;0.0;0.0;-0.07018;126009;2020-06-05 21:56:45:774
2.54;-0.705;-10.078;1.02253;-0.50553;-0.39152;0.57895;-0.19298;-2.57895;126109;2020-06-05 21:56:45:874
2.102;-1.347;-10.155;0.35313;-1.01167;-0.51138;0.66667;0.26316;-3.98246;126209;2020-06-05 21:56:45:974
1.69;-1.392;-9.948;0.11071;-1.14139;-0.2726;0.57895;-0.61404;-5.57895;126309;2020-06-05 21:56:46:074
1.107;-1.356;-9.778;-0.51002;-1.33101;-0.10562;0.70175;0.38596;-6.21053;126409;2020-06-05 21:56:46:174
0.809;-1.252;-9.517;-0.7259;-1.08175;0.16729;1.22807;-0.45614;-6.35088;126509;2020-06-05 21:56:46:274
